"date" "Rn" "p" "Ta" "uy" "Td" "ux" "Tc" "Long" "Lat"
"39" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832211344276 44.7442494617735
"40" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22844842021029 44.7442503151833
"41" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22857472698344 44.7442511684534
"42" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2287010337622 44.7442520215838
"43" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22882734054657 44.7442528745746
"44" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22895364733656 44.7442537274257
"45" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22907995413215 44.7442545801371
"46" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22920626093335 44.7442554327088
"47" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933256774017 44.7442562851408
"48" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22945887455259 44.7442571374332
"49" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22655501960715 44.7441474842667
"50" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22668132610002 44.7441483396292
"51" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22680763259852 44.7441491948521
"52" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22693393910264 44.7441500499353
"53" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22706024561238 44.7441509048789
"54" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22718655212775 44.7441517596827
"55" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22731285864874 44.7441526143469
"56" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22743916517536 44.7441534688714
"57" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2275654717076 44.7441543232562
"58" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22769177824546 44.7441551775014
"59" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22781808478893 44.7441560316069
"60" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22794439133803 44.7441568855727
"61" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22807069789274 44.7441577393988
"62" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22819700445308 44.7441585930853
"63" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832331101903 44.7441594466321
"64" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22844961759059 44.7441603000392
"65" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22857592416776 44.7441611533066
"66" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22870223075055 44.7441620064344
"67" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22882853733896 44.7441628594225
"68" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22895484393297 44.7441637122709
"69" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2290811505326 44.7441645649796
"70" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22920745713783 44.7441654175487
"71" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933376374867 44.7441662699781
"72" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22946007036512 44.7441671222678
"73" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22655621992136 44.7440574691611
"74" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22668252621826 44.744058324521
"75" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22680883252079 44.7440591797412
"76" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22693513882894 44.7440600348218
"77" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22706144514271 44.7440608897626
"78" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22718775146212 44.7440617445638
"79" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22731405778714 44.7440625992253
"80" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22744036411779 44.7440634537472
"81" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22756667045406 44.7440643081293
"82" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22769297679595 44.7440651623718
"83" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22781928314346 44.7440660164746
"84" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22794558949658 44.7440668704378
"85" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22807189585533 44.7440677242612
"86" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22819820221969 44.744068577945
"87" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832450858967 44.7440694314892
"88" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22845081496527 44.7440702848936
"89" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22857712134648 44.7440711381584
"90" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2287034277333 44.7440719912835
"91" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22882973412573 44.7440728442689
"92" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22895604052377 44.7440736971147
"93" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22908234692743 44.7440745498207
"94" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2292086533367 44.7440754023871
"95" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933495975157 44.7440762548139
"96" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22946126617205 44.7440771071009
"97" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22655742022994 44.7439674540541
"98" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22668372633087 44.7439683094113
"99" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22681003243743 44.7439691646289
"100" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22693633854962 44.7439700197067
"101" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22706264466743 44.7439708746449
"102" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22718895079086 44.7439717294434
"103" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22731525691992 44.7439725841023
"104" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2274415630546 44.7439734386215
"105" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2275678691949 44.743974293001
"106" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22769417534082 44.7439751472408
"107" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22782048149236 44.7439760013409
"108" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22794678764952 44.7439768553014
"109" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2280730938123 44.7439777091222
"110" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2281993999807 44.7439785628033
"111" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832570615471 44.7439794163448
"112" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22845201233433 44.7439802697466
"113" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22857831851957 44.7439811230087
"114" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22870462471043 44.7439819761311
"115" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22883093090689 44.7439828291139
"116" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22895723710897 44.743983681957
"117" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22908354331666 44.7439845346604
"118" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22920984952996 44.7439853872242
"119" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933615574886 44.7439862396482
"120" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22946246197338 44.7439870919326
"121" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22655862053289 44.7438774389456
"122" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22668492643786 44.7438782943002
"123" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22681123234845 44.7438791495151
"124" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22693753826467 44.7438800045903
"125" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22706384418651 44.7438808595258
"126" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22719015011398 44.7438817143216
"127" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22731645604707 44.7438825689778
"128" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22744276198578 44.7438834234943
"129" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22756906793012 44.7438842778711
"130" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22769537388007 44.7438851321083
"131" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22782167983565 44.7438859862058
"132" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22794798579684 44.7438868401636
"133" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22807429176365 44.7438876939817
"134" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22820059773608 44.7438885476602
"135" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832690371412 44.743889401199
"136" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22845320969778 44.7438902545981
"137" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22857951568706 44.7438911078576
"138" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22870582168194 44.7438919609773
"139" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22883212768244 44.7438928139574
"140" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22895843368855 44.7438936667979
"141" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22908473970027 44.7438945194986
"142" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22921104571761 44.7438953720597
"143" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933735174055 44.7438962244811
"144" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22946365776909 44.7438970767629
"145" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22655982083022 44.7437874238357
"146" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22668612653921 44.7437882791876
"147" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22681243225384 44.7437891343998
"148" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22693873797409 44.7437899894723
"149" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22706504369997 44.7437908444052
"150" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22719134943147 44.7437916991984
"151" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2273176551686 44.7437925538519
"152" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22744396091135 44.7437934083657
"153" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22757026665971 44.7437942627399
"154" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2276965724137 44.7437951169744
"155" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22782287817331 44.7437959710692
"156" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22794918393854 44.7437968250243
"157" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22807548970939 44.7437976788398
"158" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22820179548585 44.7437985325156
"159" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832810126793 44.7437993860517
"160" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22845440705562 44.7438002394482
"161" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22858071284893 44.743801092705
"162" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22870701864785 44.7438019458221
"163" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22883332445238 44.7438027987995
"164" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22895963026253 44.7438036516373
"165" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22908593607828 44.7438045043354
"166" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22921224189965 44.7438053568938
"167" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933854772662 44.7438062093126
"168" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2294648535592 44.7438070615917
"169" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22656102112191 44.7436974087244
"170" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22668732663494 44.7436982640736
"171" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22681363215361 44.7436991192831
"172" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22693993767789 44.7436999743529
"173" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22706624320781 44.7437008292831
"174" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22719254874334 44.7437016840736
"175" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2273188542845 44.7437025387245
"176" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22744515983129 44.7437033932357
"177" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22757146538369 44.7437042476072
"178" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22769777094172 44.743705101839
"179" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22782407650536 44.7437059559311
"180" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22795038207462 44.7437068098836
"181" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22807668764951 44.7437076636964
"182" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22820299323 44.7437085173696
"183" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22832929881612 44.743709370903
"184" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22845560440784 44.7437102242968
"185" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22858191000519 44.743711077551
"186" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22870821560814 44.7437119306654
"187" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22883452121671 44.7437127836402
"188" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22896082683089 44.7437136364753
"189" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22908713245068 44.7437144891707
"190" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22921343807608 44.7437153417265
"191" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22933974370709 44.7437161941426
"192" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.2294660493437 44.743717046419
"193" "2018-07-14" 1841601 97834.3125 301.5751953 -1.001180649 293.3803711 -0.0510915 29.7828685493997 8.22656222140798 44.7436073936115
