year,month,day,hour,Surface net solar radiation,Surface pressure,2 metre temperature,10 metre V wind component,2 metre dewpoint temperature,10 metre U wind component,Skin temperature
2009,4,11,1300,1520003.0,97475.1875,289.329345703125,-1.2920379638671875,283.994384765625,-1.3264226913452148,292.9052734375
2009,4,12,1300,1453280.0,97280.5,288.86181640625,-2.563070297241211,285.40966796875,0.9340380430221558,291.604736328125
2009,4,13,1300,2488612.0,96766.3125,295.165283203125,-1.7063732147216797,277.19287109375,-0.5382208228111267,296.464111328125
2009,4,14,1300,2175994.0,97016.5,294.115234375,1.971200942993164,281.18994140625,-0.4879190921783447,297.235595703125
2009,4,15,1300,2028203.0,97431.5625,292.376220703125,3.0917959213256836,283.940185546875,-1.2523717880249023,293.90478515625
2009,4,16,1300,1223262.0,97149.3125,286.399658203125,3.205599784851074,283.677978515625,-0.4236070513725281,291.0078125
2009,4,17,1300,2154446.0,97255.375,288.633544921875,0.8114951848983765,282.460693359375,-1.011469841003418,294.21484375
2009,4,18,1300,1657044.0,97514.125,288.31884765625,1.546548843383789,281.6005859375,-1.4862861633300781,290.42626953125
2009,4,19,1300,773164.0,97984.6875,284.0234375,-3.597193717956543,282.4033203125,1.0914525985717773,286.6513671875
2009,4,20,1300,1427320.0,98086.8125,286.88671875,-3.040928840637207,284.14404296875,-0.9294996857643127,286.547607421875
2009,4,21,1300,1439463.0,97851.6875,289.38427734375,-2.95186710357666,281.93017578125,0.8498641848564148,289.0322265625
2009,4,22,1300,2282573.0,97693.4375,294.544677734375,-1.8355045318603516,281.029296875,-0.1551491618156433,297.945068359375
2009,4,23,1300,2216893.0,97425.6875,294.741455078125,-2.6454038619995117,277.1162109375,-1.6980648040771484,295.213623046875
2009,4,24,1300,1325969.0,98123.25,284.86376953125,-2.828136444091797,280.5576171875,0.2937437891960144,288.00927734375
2009,4,25,1300,906029.5625,98208.75,287.61328125,-0.7950810194015503,280.93310546875,0.33409518003463745,291.01904296875
2009,4,26,1300,130612.1875,97677.0625,283.160400390625,-2.569033622741699,282.95947265625,-1.3530817031860352,282.835205078125
2009,4,27,1300,195090.75,96849.6875,280.764892578125,-0.5161418914794922,280.312255859375,2.3383989334106445,281.6611328125
2009,4,28,1300,759013.0,96614.6875,285.966552734375,-1.590937614440918,283.351806640625,-1.0925445556640625,288.88134765625
2009,4,29,1300,1940132.0,96827.3125,287.779541015625,-2.698418617248535,280.018310546875,0.34452271461486816,290.12255859375
2009,4,30,1300,2596645.0,97468.9375,291.131103515625,-1.2017030715942383,275.769287109375,0.7090761661529541,295.568603515625
2009,5,1,1300,2570044.0,97907.125,294.368896484375,-1.9480104446411133,278.4462890625,-0.06826883554458618,297.478515625
2009,5,2,1300,2586058.0,98149.125,296.8515625,-3.0912160873413086,279.53955078125,1.0309715270996094,298.689697265625
2009,5,3,1300,2237468.0,98239.5625,294.593994140625,-0.48244625329971313,283.37744140625,-1.1143932342529297,297.5361328125
2009,5,4,1300,1925927.0,97811.125,293.872802734375,0.7025706768035889,284.685302734375,0.36914730072021484,296.963134765625
2009,5,5,1300,2253270.0,98137.0,291.72900390625,-1.7818403244018555,281.000732421875,-0.3800767660140991,295.250244140625
2009,5,6,1300,2534573.0,98026.375,295.54150390625,2.1530771255493164,283.217529296875,-0.8937405347824097,298.30859375
2009,5,7,1300,2435971.0,98107.0,295.046875,2.6242752075195312,285.915283203125,-1.499476432800293,298.08349609375
2009,5,8,1300,1556365.0,98168.5625,293.12890625,3.3799972534179688,286.098388671875,-1.1242866516113281,295.50439453125
2009,5,9,1300,1555552.0,98291.3125,293.933349609375,2.6254758834838867,286.88330078125,-1.6418123245239258,295.201416015625
2009,5,10,1300,1583278.0,98292.1875,293.865234375,1.2895774841308594,284.150390625,-0.8952092528343201,295.18408203125
2009,5,11,1300,2355289.0,98087.125,294.8447265625,2.7690629959106445,284.720703125,-1.3329553604125977,297.593505859375
2009,5,12,1300,2072243.0,98028.375,294.778076171875,2.9743309020996094,286.326416015625,-1.5723791122436523,296.885009765625
2009,5,13,1300,2135081.0,97854.1875,294.787353515625,2.2006587982177734,286.54931640625,-0.9546670317649841,298.22607421875
2009,5,14,1300,1417098.0,97396.1875,294.050048828125,1.7966194152832031,284.964599609375,0.0072290413081645966,296.3779296875
2009,5,15,1300,386339.625,97303.125,288.105224609375,-0.5740947723388672,286.702392578125,-0.756729006767273,288.545166015625
2009,5,16,1300,1623161.0,97755.9375,293.01220703125,-1.6391925811767578,285.3828125,-0.35653483867645264,294.8935546875
2009,5,17,1300,1904588.0,97998.8125,296.15673828125,-0.4450002908706665,287.777099609375,0.1418740153312683,297.86083984375
2009,5,18,1300,2354394.0,97904.9375,296.833251953125,2.7596492767333984,287.160400390625,-1.1449995040893555,298.637451171875
2009,5,19,1300,2150307.0,98070.0625,297.55126953125,1.244095802307129,288.69189453125,-0.6627296805381775,300.50830078125
2009,5,20,1300,2279174.0,98227.5,299.379638671875,0.6791533827781677,287.367431640625,-0.8223031759262085,302.6279296875
2009,5,21,1300,2389879.0,97971.3125,299.240234375,0.929510772228241,288.198974609375,-0.38423293828964233,302.524169921875
2009,5,22,1300,2325736.0,97811.0625,298.1474609375,2.9221630096435547,289.16357421875,-1.0363903045654297,301.290283203125
2009,5,23,1300,2346224.0,97979.625,299.739013671875,2.5437307357788086,291.056884765625,-1.2107934951782227,303.123046875
2009,5,24,1300,2462466.0,98147.875,302.06884765625,1.7479782104492188,290.9384765625,-0.3764055371284485,305.598876953125
2009,5,25,1300,2518260.0,98009.5625,302.657958984375,1.694899559020996,289.441162109375,-0.10648202896118164,305.845703125
2009,5,26,1300,2392996.0,97581.875,300.322998046875,2.3966732025146484,288.915283203125,0.3608906865119934,303.412353515625
2009,5,27,1300,2690044.0,97856.8125,299.99951171875,-2.409221649169922,280.370361328125,0.5193531513214111,303.348876953125
2009,5,28,1300,2460887.0,98453.9375,297.516357421875,-2.0806493759155273,285.08544921875,-1.4876136779785156,301.51025390625
2009,5,29,1300,2402770.0,97835.4375,299.546142578125,0.2423052191734314,285.23291015625,-1.607259750366211,303.86376953125
2009,5,30,1300,1701085.0,98223.875,292.14599609375,-0.34590059518814087,282.43115234375,-1.4984865188598633,292.843017578125
2009,5,31,1300,1590361.0,97848.75,293.7080078125,-0.4510815739631653,284.03515625,-0.8423129320144653,297.66748046875
2009,6,1,1300,1989716.0,97572.375,293.066162109375,-1.437678337097168,282.892333984375,0.12250101566314697,295.033935546875
2009,6,2,1300,2545484.0,97374.0,298.35986328125,-1.0903234481811523,281.685791015625,0.13680505752563477,302.91943359375
2009,6,3,1300,2585975.0,97194.5625,300.2802734375,2.4109201431274414,284.38623046875,0.3137834668159485,304.012451171875
2009,6,4,1300,1937693.0,97058.1875,297.46630859375,3.052257537841797,287.6396484375,-1.1623153686523438,300.57666015625
2009,6,5,1300,1143695.0,97036.5,293.394287109375,3.1570167541503906,289.669921875,-1.4795942306518555,294.5419921875
2009,6,6,1300,2169352.0,96141.4375,298.83447265625,6.562729835510254,279.58642578125,2.1299495697021484,300.127685546875
2009,6,7,1300,2497177.0,96879.0625,298.07177734375,1.7464370727539062,286.342041015625,-0.9738651514053345,302.241455078125
2009,6,8,1300,1817515.0,97370.8125,295.27685546875,4.526271820068359,286.09521484375,-2.3712587356567383,298.837646484375
2009,6,9,1300,1618446.0,97581.125,294.788818359375,4.055118560791016,286.510986328125,-1.147313117980957,298.880126953125
2009,6,10,1300,2202146.0,98012.8125,296.189697265625,1.794020652770996,288.517578125,-0.9824619889259338,300.26953125
2009,6,11,1300,2303238.0,97718.3125,300.263916015625,2.9871530532836914,288.44677734375,-0.6415726542472839,302.8359375
