year,month,day,hour,Surface net solar radiation,10 metre V wind component,Surface pressure,2 metre dewpoint temperature,2 metre temperature,10 metre U wind component
2000,2,24,1100,4104358.0,0.824140727519989,93961.9375,269.148193359375,277.7021484375,-0.5688765048980713
2000,2,25,1100,3787355.0,0.9245707988739014,93863.4375,273.38232421875,280.268798828125,-0.24098491668701172
2000,2,26,1100,3546026.0,0.6681187748908997,94089.8125,272.773193359375,280.259521484375,-0.6154296398162842
2000,2,27,1100,2352656.0,0.5380445718765259,94222.5625,275.13134765625,279.099853515625,-0.11777722835540771
2000,2,28,1100,2837793.0,0.4896166920661926,94252.75,275.5888671875,278.379150390625,-0.8074041604995728
2000,2,29,1100,2136741.0,1.0446949005126953,93654.625,275.262451171875,278.042236328125,-0.9394783973693848
2000,3,1,1100,1393851.0,0.4604528546333313,91885.5,276.404541015625,276.683349609375,-0.8598873019218445
2000,3,2,1100,4604884.0,-1.3260488510131836,92908.875,265.635986328125,279.12548828125,0.4761083722114563
2000,3,3,1100,4543909.0,0.9176650643348694,93124.0,268.87646484375,278.887451171875,-0.9049138426780701
2000,3,4,1100,4403004.0,0.5372235178947449,92431.0625,274.179931640625,281.800048828125,-0.598694920539856
2000,3,5,1100,5294789.0,0.1981421709060669,93803.4375,266.052978515625,278.82275390625,-0.9684399366378784
2000,3,6,1100,5040081.0,0.6346100568771362,94371.375,271.315185546875,277.986083984375,-0.9588274955749512
2000,3,7,1100,5034477.0,1.234879493713379,93900.1875,272.30517578125,280.313232421875,-0.4447771906852722
2000,3,8,1100,5012227.0,0.5774652361869812,93896.6875,269.896240234375,284.441162109375,0.05949201062321663
2000,3,9,1100,5319636.0,0.25699979066848755,93637.75,278.826171875,289.191650390625,0.183846116065979
2000,3,10,1100,5579734.0,0.35394322872161865,93233.5625,276.208740234375,288.5244140625,0.08373844623565674
2000,3,11,1100,5427473.0,0.9209674000740051,93088.9375,277.487060546875,286.14013671875,-0.2417547106742859
2000,3,12,1100,5341353.0,0.8675944805145264,93284.375,276.96875,283.84814453125,-1.0692358016967773
2000,3,13,1100,5120356.0,0.8499683737754822,93628.375,275.039794921875,283.09423828125,-0.6663354635238647
2000,3,14,1100,5915520.0,1.110213279724121,93470.25,275.783203125,285.055908203125,-0.47515517473220825
2000,3,15,1100,5630394.0,-0.8486942052841187,92801.5,272.359619140625,284.58447265625,-0.6334626078605652
2000,3,16,1100,5704607.0,0.020420584827661514,93216.8125,270.379150390625,284.313232421875,0.29944926500320435
2000,3,17,1100,6424243.0,0.020655270665884018,92942.125,272.89697265625,286.739990234375,0.42713046073913574
2000,3,18,1100,6465528.0,0.37042415142059326,92878.0,274.159423828125,286.4375,-0.6270689964294434
2000,3,19,1100,6261750.0,0.8857624530792236,93316.375,274.786376953125,283.168701171875,-0.499591588973999
2000,3,20,1100,4721680.0,1.2305822372436523,93618.0,270.56201171875,279.104736328125,-0.469135046005249
2000,3,21,1100,6726752.0,1.0944280624389648,93225.625,271.576416015625,282.59912109375,-0.5838600397109985
2000,3,22,1100,7005919.0,1.162980079650879,93349.25,274.079833984375,283.4833984375,-0.5839905738830566
2000,3,23,1100,6619442.0,1.0163326263427734,93116.625,275.017333984375,284.281005859375,-0.8661280870437622
2000,3,24,1100,2677794.0,0.7576680779457092,92854.375,276.7451171875,281.48974609375,-0.9626559019088745
2000,3,25,1100,5799727.0,1.3880281448364258,92926.4375,279.45361328125,283.4892578125,-0.5152256488800049
2000,3,26,1100,1510887.0,-0.11068785190582275,92402.75,278.497314453125,279.03564453125,0.6194658279418945
2000,3,27,1100,4735324.0,0.7520055770874023,91549.625,275.342529296875,279.713134765625,-0.013069551438093185
2000,3,28,1100,6730147.0,0.7971776723861694,92079.9375,270.49072265625,279.494384765625,-0.9487611055374146
2000,3,29,1100,2312538.0,0.5877597332000732,91686.875,274.08544921875,276.454345703125,-1.520380973815918
2000,3,30,1100,5641179.0,0.9105469584465027,92161.1875,271.921142578125,278.667724609375,-0.21917659044265747
2000,3,31,1100,6371496.0,1.0822162628173828,92173.9375,271.500244140625,279.801513671875,-1.0368881225585938
2000,4,1,1100,6277467.0,1.5119132995605469,91688.3125,275.001220703125,280.973388671875,-0.15519428253173828
2000,4,2,1100,5236210.0,0.7483654618263245,92173.125,275.2216796875,280.19384765625,-0.7195301651954651
2000,4,3,1100,1482379.0,-0.7076241374015808,91555.8125,276.208251953125,278.663818359375,-0.7635902762413025
2000,4,4,1100,1995825.0,-0.5473821759223938,91351.1875,277.661376953125,278.047119140625,-0.742384135723114
2000,4,5,1100,6645978.0,0.7202977538108826,91310.0625,275.551025390625,285.076171875,-0.33144325017929077
2000,4,6,1100,7348594.0,0.19659942388534546,92525.25,274.4052734375,284.874267578125,-1.4821548461914062
2000,4,7,1100,5978700.0,0.9013071060180664,93667.125,274.773681640625,280.6552734375,-0.8338814973831177
2000,4,8,1100,8775523.0,1.030832290649414,93319.25,275.611572265625,284.287841796875,-0.8160507678985596
2000,4,9,1100,6768073.0,0.2619558572769165,92614.5,273.54296875,281.685546875,-1.5931682586669922
2000,4,10,1100,4489286.0,0.7180415987968445,92192.8125,275.00341796875,280.185302734375,-0.8976306915283203
2000,4,11,1100,3425223.0,0.9550909996032715,91526.6875,276.3740234375,279.73291015625,-0.8139315247535706
2000,4,12,1100,4370398.0,1.5138006210327148,90946.25,278.26611328125,281.79052734375,-0.002091353992000222
2000,4,13,1100,4293431.0,1.000509262084961,91693.4375,279.288818359375,281.89208984375,-0.2390446662902832
2000,4,14,1100,2874278.0,0.26438212394714355,92044.125,281.419189453125,281.8740234375,-0.8755599856376648
2000,4,15,1100,2426890.0,0.0190630704164505,91627.5,281.423828125,281.51904296875,-0.05450013652443886
2000,4,16,1100,2971172.0,-0.4457569718360901,92141.625,277.95166015625,279.920654296875,-1.2516613006591797
2000,4,17,1100,720695.0625,-1.220362663269043,91982.375,277.822265625,278.71435546875,0.6784146428108215
2000,4,18,1100,1033970.6875,-0.7887516021728516,92077.625,277.32177734375,279.851806640625,0.5255222916603088
2000,4,19,1100,7710650.0,-0.17450737953186035,92076.875,271.485107421875,287.402099609375,-0.32659614086151123
2000,4,20,1100,8853995.0,0.7070691585540771,92704.3125,279.35009765625,289.867919921875,-0.7913699746131897
2000,4,21,1100,9461262.0,0.6047105193138123,93052.3125,279.375,291.52587890625,-0.6674780249595642
2000,4,22,1100,8703730.0,0.37590813636779785,93104.125,279.5546875,290.56396484375,-1.2866830825805664
2000,4,23,1100,6471641.0,0.6425138115882874,92769.25,282.22412109375,288.957763671875,-0.8805702328681946
2000,4,24,1100,6798082.0,0.43778932094573975,92196.125,278.447265625,286.76611328125,-0.7389423847198486
2000,4,25,1100,10075601.0,1.0826148986816406,92687.0625,279.996826171875,288.257568359375,-1.1545095443725586
2000,4,26,1100,8686899.0,1.1471843719482422,92849.875,281.117431640625,288.87890625,-1.0198040008544922
2000,4,27,1100,7228990.0,1.063338279724121,92797.3125,280.88720703125,290.157470703125,-1.0169553756713867
2000,4,28,1100,834245.6875,-1.2204647064208984,92565.9375,282.97998046875,284.23876953125,-0.13566547632217407
2000,4,29,1100,1914735.0,-0.5116543769836426,92836.125,283.126220703125,284.812255859375,-0.6747617125511169
2000,4,30,1100,6720377.0,0.5279167294502258,93249.25,282.36181640625,289.669189453125,-1.0404138565063477
2000,5,1,1100,9737352.0,1.0195026397705078,92878.625,281.215087890625,292.076416015625,-1.0414838790893555
2000,5,2,1100,9296108.0,1.2031030654907227,92872.8125,284.57763671875,291.06591796875,-1.421600341796875
2000,5,3,1100,8463524.0,0.9661427736282349,93164.25,283.51416015625,290.96337890625,-0.9871603846549988
2000,5,4,1100,7652622.0,0.5135766267776489,93160.1875,285.119384765625,290.3564453125,-0.9410848617553711
2000,5,5,1100,7799279.0,1.2984123229980469,92961.4375,284.4541015625,288.91162109375,-1.061025619506836
2000,5,6,1100,3547459.0,-0.024560268968343735,93082.4375,283.5869140625,286.150390625,-1.068760871887207
2000,5,7,1100,3519439.0,-0.114402174949646,93281.4375,282.598388671875,286.898681640625,-1.3906984329223633
2000,5,8,1100,4482224.0,0.6761897802352905,93362.25,283.369384765625,287.739990234375,-1.0593538284301758
2000,5,9,1100,8177156.0,1.3046436309814453,93432.4375,283.76123046875,290.597900390625,-0.6953457593917847
2000,5,10,1100,5622087.0,0.6787921786308289,93313.25,286.47607421875,290.08740234375,-0.9698836803436279
2000,5,11,1100,6703213.0,0.8819459676742554,93267.125,284.764892578125,290.98291015625,-1.0170087814331055
2000,5,12,1100,6854412.0,0.8913099765777588,93209.6875,286.44580078125,290.557861328125,-0.7423673868179321
2000,5,13,1100,10512992.0,0.9695711731910706,93261.1875,286.490966796875,292.40087890625,-1.2260780334472656
2000,5,14,1100,9362086.0,1.0178890228271484,93544.75,283.485107421875,291.459228515625,-1.121072769165039
2000,5,15,1100,9938142.0,1.8267602920532227,93609.5625,283.882080078125,292.949462890625,-0.47860848903656006
2000,5,16,1100,10076619.0,1.6428594589233398,93397.3125,284.588623046875,293.566650390625,-0.6501705050468445
2000,5,17,1100,9248400.0,1.2664985656738281,92983.75,284.83935546875,293.130126953125,-1.020289421081543
2000,5,18,1100,7927104.0,1.6025819778442383,92332.1875,286.12744140625,289.722412109375,-1.0831279754638672
2000,5,19,1100,11260128.0,1.4026098251342773,92165.0,279.028564453125,290.426025390625,-0.598414957523346
2000,5,20,1100,10217407.0,0.8564492464065552,92135.625,279.64208984375,289.60302734375,-1.0373573303222656
2000,5,21,1100,5198928.0,1.015462875366211,92545.0,282.94921875,285.789306640625,-1.3095455169677734
2000,5,22,1100,10886906.0,1.2852497100830078,92548.6875,283.551025390625,290.508544921875,-1.0832414627075195
2000,5,23,1100,8915023.0,0.9987425804138184,93194.0625,283.776123046875,290.332763671875,-1.4176321029663086
2000,5,24,1100,4013617.0,0.2754252552986145,93221.6875,284.458251953125,289.338623046875,-1.0660314559936523
2000,5,25,1100,8801115.0,1.352865219116211,93034.125,284.390625,291.80712890625,-0.6351955533027649
2000,5,26,1100,6289348.0,1.0652875900268555,93146.625,283.645751953125,291.69580078125,-1.0764684677124023
2000,5,27,1100,7059704.0,0.8329395055770874,92820.3125,284.915283203125,289.736572265625,-0.8877683281898499
2000,5,28,1100,4165110.0,1.5557899475097656,92669.3125,286.625244140625,287.770751953125,-0.5051757097244263
2000,5,29,1100,10520056.0,1.5994491577148438,92366.8125,283.67822265625,291.788818359375,-1.1175832748413086
2000,5,30,1100,5714873.0,0.7113286852836609,93148.1875,283.981689453125,285.215087890625,-1.772566795349121
2000,5,31,1100,9401857.0,0.8058773279190063,92680.9375,284.651611328125,291.83984375,-0.4569094181060791
2000,6,1,1100,9487906.0,1.2945938110351562,93712.125,285.838623046875,291.39892578125,-1.5907478332519531
2000,6,2,1100,7921470.0,1.1121721267700195,93690.4375,285.711181640625,292.864013671875,-1.0088253021240234
2000,6,3,1100,8761279.0,0.8477956056594849,93450.0625,287.3681640625,294.473388671875,-0.7473708987236023
2000,6,4,1100,9387683.0,0.9202166795730591,93373.75,288.291259765625,295.24853515625,-0.6639323234558105
2000,6,5,1100,9413808.0,1.280649185180664,93192.5625,286.995361328125,294.123779296875,-0.8285379409790039
2000,6,6,1100,7791778.0,0.5543107986450195,92875.625,286.152099609375,292.7021484375,-0.9681878089904785
2000,6,7,1100,11108312.0,0.7281413674354553,93066.125,282.326904296875,294.250244140625,-2.005669593811035
2000,6,8,1100,4327923.0,-0.20620226860046387,93525.25,285.4833984375,289.677734375,-1.3960227966308594
2000,6,9,1100,8924449.0,1.0226001739501953,93342.9375,285.429931640625,293.703125,-1.1221189498901367
2000,6,10,1100,7859584.0,0.18573057651519775,93097.0625,286.58447265625,294.50244140625,-1.2929248809814453
2000,6,11,1100,1232429.0,-1.437129020690918,93066.5625,286.825439453125,288.1279296875,-0.14346635341644287
2000,6,12,1100,6491181.0,0.011543504893779755,93582.0625,285.945556640625,294.965576171875,-0.5579143166542053
2000,6,13,1100,6062088.0,-0.19362759590148926,93850.625,287.7900390625,293.162109375,-0.03417500853538513
2000,6,14,1100,9549874.0,0.6420182585716248,93614.6875,285.74365234375,295.102294921875,-1.0335779190063477
2000,6,15,1100,10110115.0,0.4435919523239136,93410.75,287.137451171875,296.02197265625,-0.2270747423171997
2000,6,16,1100,10595714.0,0.7388564944267273,93253.3125,285.544921875,296.794677734375,-1.127126693725586
2000,6,17,1100,10595897.0,0.883752167224884,93673.125,286.9833984375,293.075927734375,-1.532670021057129
2000,6,18,1100,9087014.0,0.7801218628883362,94183.625,282.9189453125,291.858154296875,-1.361593246459961
2000,6,19,1100,11079469.0,1.1172943115234375,93883.4375,285.019287109375,295.262451171875,-0.9275726675987244
2000,6,20,1100,11121149.0,1.1408987045288086,93481.625,285.787841796875,296.26025390625,-0.9781076312065125
2000,6,21,1100,10991653.0,0.9780569672584534,93329.75,284.5234375,296.4267578125,-1.001312255859375
2000,6,22,1100,10243480.0,1.1891155242919922,93273.5625,288.936279296875,295.61376953125,-1.1561355590820312
2000,6,23,1100,8874721.0,1.0355043411254883,92986.5625,289.070556640625,294.1298828125,-1.145547866821289
2000,6,24,1100,10365305.0,1.5797271728515625,92744.3125,284.6240234375,292.5283203125,-1.3211307525634766
2000,6,25,1100,10586378.0,0.18983691930770874,92563.8125,280.05810546875,293.38525390625,-1.4657154083251953
2000,6,26,1100,7672381.0,0.5028618574142456,93108.1875,286.734375,290.251708984375,-1.6191768646240234
2000,6,27,1100,8689308.0,1.233428955078125,93179.125,285.843994140625,292.8173828125,-1.2713403701782227
2000,6,28,1100,9072857.0,0.7771004438400269,92718.75,287.239013671875,292.494140625,-0.20804989337921143
2000,6,29,1100,9920634.0,1.0723285675048828,92869.0,285.8525390625,293.842529296875,-1.0059328079223633
2000,6,30,1100,8162052.0,1.3359651565551758,92847.875,288.478515625,292.32177734375,-1.0583000183105469
2000,7,1,1100,6048581.0,0.9862744212150574,92889.5,290.77880859375,292.4638671875,-1.044234275817871
2000,7,2,1100,4686656.0,0.6006539463996887,93162.875,289.922119140625,292.593994140625,-0.9222109317779541
2000,7,3,1100,5950931.0,1.0412006378173828,92784.75,289.048583984375,293.359375,-0.6326260566711426
2000,7,4,1100,4798016.0,-0.04222513362765312,92296.25,288.439208984375,292.314697265625,-1.3151111602783203
2000,7,5,1100,10943720.0,1.3989534378051758,92771.625,285.614013671875,295.983154296875,-1.2453899383544922
2000,7,6,1100,10918157.0,1.142561912536621,93230.0625,287.611328125,296.46044921875,-1.1869525909423828
2000,7,7,1100,7596987.0,1.2923927307128906,92653.0625,289.66357421875,295.376220703125,-0.705394446849823
2000,7,8,1100,9222013.0,-0.4297560453414917,92079.4375,284.181640625,296.113525390625,-0.7389481663703918
2000,7,9,1100,10963373.0,2.223940849304199,92426.0,280.091552734375,292.381103515625,-0.6352666020393372
2000,7,10,1100,4049766.0,0.5903950333595276,91824.75,284.760986328125,288.479736328125,-0.6097776889801025
2000,7,11,1100,9646681.0,1.0057754516601562,91291.75,286.4892578125,290.308349609375,-1.1694154739379883
2000,7,12,1100,9252100.0,0.5961632132530212,92401.0,281.50439453125,289.27294921875,-0.3130325675010681
2000,7,13,1100,10922873.0,1.8581218719482422,92826.5625,279.33203125,290.984375,-1.123499870300293
2000,7,14,1100,6207478.0,1.0196647644042969,92210.8125,283.687744140625,288.7060546875,-0.8970973491668701
2000,7,15,1100,9686804.0,0.39739835262298584,91878.3125,280.458740234375,290.13671875,-0.6685521006584167
2000,7,16,1100,10669178.0,1.5248680114746094,92400.3125,279.288330078125,290.203369140625,-0.9673808813095093
2000,7,17,1100,8463893.0,1.006312370300293,93008.6875,281.402099609375,289.23046875,-1.0598793029785156
2000,7,18,1100,9622571.0,1.2532482147216797,93017.75,282.7080078125,291.86279296875,-1.1062755584716797
2000,7,19,1100,9749046.0,0.8239570260047913,92884.5625,284.35546875,293.302490234375,-1.1143798828125
2000,7,20,1100,8419258.0,0.6262925863265991,93050.375,289.185302734375,292.199462890625,-0.7468350529670715
2000,7,21,1100,9994180.0,0.7256029844284058,93219.5,287.312255859375,292.994140625,-1.0278453826904297
2000,7,22,1100,8139815.0,1.1095027923583984,93055.0,287.544677734375,293.303466796875,-1.0221261978149414
2000,7,23,1100,6648130.0,1.2253551483154297,93064.625,288.185791015625,293.072998046875,-1.0859403610229492
2000,7,24,1100,1899222.0,0.36163651943206787,92529.875,288.83349609375,288.996826171875,-0.9439756274223328
2000,7,25,1100,7791664.0,1.1077079772949219,92438.125,287.089111328125,292.26220703125,-1.18475341796875
2000,7,26,1100,6146039.0,0.8389880061149597,92516.6875,290.58349609375,292.493896484375,-1.2278861999511719
2000,7,27,1100,9640956.0,0.8902319073677063,93082.1875,286.8056640625,295.2041015625,-1.1564970016479492
2000,7,28,1100,8506113.0,0.34750765562057495,92578.125,286.983642578125,294.728271484375,-0.8830671310424805
2000,7,29,1100,9921778.0,1.3815279006958008,92845.125,282.5634765625,294.15576171875,-0.554823637008667
2000,7,30,1100,10305704.0,0.7437455654144287,93273.5,282.475341796875,294.296630859375,-1.2720708847045898
2000,7,31,1100,8961797.0,1.0161991119384766,93677.0625,285.515869140625,293.9189453125,-1.544515609741211
2000,8,1,1100,9607037.0,0.8280457854270935,93679.0,287.259033203125,295.125,-1.1613292694091797
2000,8,2,1100,8107365.0,0.7100382447242737,93466.25,289.0791015625,295.372802734375,-0.9020711779594421
2000,8,3,1100,3527514.0,0.7359400987625122,93087.6875,290.154296875,290.802001953125,-0.4013521671295166
2000,8,4,1100,5390233.0,-0.6281780004501343,93047.5625,285.623779296875,290.464111328125,-1.9079170227050781
2000,8,5,1100,3039722.0,-0.6126745343208313,93025.0,284.3330078125,288.46142578125,-1.3704605102539062
2000,8,6,1100,5523549.0,1.0390129089355469,93043.75,286.209716796875,290.090576171875,-0.8728641271591187
2000,8,7,1100,9679813.0,0.793506920337677,93225.375,284.222900390625,294.69287109375,-0.8924830555915833
2000,8,8,1100,9416496.0,1.1184511184692383,93349.375,285.682861328125,294.89697265625,-0.9596912860870361
2000,8,9,1100,8461692.0,0.7647007703781128,93445.75,287.88134765625,293.507568359375,-0.9549875259399414
2000,8,10,1100,8431876.0,1.0377731323242188,93377.0625,288.933349609375,294.609375,-0.967610776424408
2000,8,11,1100,8512373.0,0.8434117436408997,93094.8125,290.00146484375,296.023193359375,-0.9709793925285339
2000,8,12,1100,7308551.0,0.03202499821782112,92996.875,289.62646484375,294.46240234375,0.35730689764022827
2000,8,13,1100,4890059.0,-0.5835920572280884,93330.6875,288.64794921875,293.51806640625,-0.6258382201194763
2000,8,14,1100,8503915.0,0.9001722931861877,93474.5625,287.70556640625,297.402099609375,-0.2722046971321106
2000,8,15,1100,7303277.0,0.7109503149986267,93505.25,288.54833984375,297.59228515625,-0.8210930824279785
2000,8,16,1100,8690967.0,0.8350917100906372,93259.375,289.555908203125,297.523193359375,-1.0345525741577148
2000,8,17,1100,8029141.0,0.35297590494155884,93144.4375,290.175048828125,297.257568359375,-0.761005699634552
2000,8,18,1100,6078633.0,-0.13114553689956665,93205.0,289.416015625,295.882080078125,-0.7557855248451233
2000,8,19,1100,7365568.0,0.7458685636520386,93360.75,290.238037109375,296.871337890625,-0.7901268005371094
2000,8,20,1100,8526556.0,0.6700268387794495,93262.875,289.32421875,297.564697265625,-1.0163383483886719
2000,8,21,1100,7561789.0,1.1136579513549805,93037.625,289.738037109375,296.112548828125,-0.7893356084823608
2000,8,22,1100,8599032.0,0.798919141292572,92973.4375,287.6650390625,296.241943359375,-1.001631736755371
2000,8,23,1100,7855710.0,0.5061231851577759,93270.9375,288.441162109375,297.187255859375,-0.9719229340553284
2000,8,24,1100,8754014.0,0.8110423684120178,93550.25,288.5322265625,298.853759765625,-1.187575340270996
2000,8,25,1100,9134632.0,0.8331653475761414,93225.0625,285.739013671875,300.866943359375,-1.1869230270385742
2000,8,26,1100,8595494.0,0.26970672607421875,92984.125,288.277587890625,297.74609375,-1.501866340637207
2000,8,27,1100,3704897.0,-0.4236478805541992,92874.9375,287.515869140625,292.091552734375,-0.28039973974227905
2000,8,28,1100,8571906.0,1.1327705383300781,93143.625,283.383544921875,294.127197265625,-0.8668529391288757
2000,8,29,1100,4456332.0,-0.0037756708916276693,93397.4375,286.97607421875,290.660400390625,-1.180044174194336
2000,8,30,1100,2476337.0,-0.0846981406211853,93099.1875,287.8916015625,288.767822265625,-0.7002500295639038
2000,8,31,1100,1827394.0,-0.07773053646087646,92372.3125,286.603271484375,287.421630859375,-0.8708726167678833
2000,9,1,1100,8242351.0,1.341867446899414,92285.75,284.1240234375,293.760498046875,-0.8034749031066895
2000,9,2,1100,5655412.0,0.4807806611061096,92132.875,287.457763671875,291.3974609375,-1.2779502868652344
2000,9,3,1100,8065678.0,0.961656391620636,92419.625,282.357177734375,292.40283203125,-1.411346435546875
2000,9,4,1100,7594217.0,0.6258662939071655,92737.25,282.595947265625,290.293212890625,-1.0045356750488281
2000,9,5,1100,8545942.0,1.233963966369629,93256.75,279.342529296875,291.162353515625,-0.9782032370567322
2000,9,6,1100,8180422.0,0.9730063080787659,93116.9375,283.162353515625,291.022705078125,-1.0307207107543945
2000,9,7,1100,6714004.0,0.5572858452796936,92370.75,284.556396484375,292.811767578125,-0.886403501033783
2000,9,8,1100,7932357.0,1.0029315948486328,93427.8125,283.574462890625,290.568115234375,-0.9824044704437256
2000,9,9,1100,7717678.0,0.978987991809845,93812.6875,284.352294921875,291.803466796875,-0.7094284892082214
2000,9,10,1100,7275005.0,1.1915369033813477,93569.375,286.08203125,293.335205078125,-0.5961409211158752
2000,9,11,1100,6797755.0,0.9696305990219116,93079.625,286.632568359375,294.22265625,-0.7850565910339355
2000,9,12,1100,6547248.0,0.6875926852226257,93034.8125,285.807861328125,293.833740234375,-0.8936311602592468
2000,9,13,1100,6047998.0,0.32320016622543335,92897.1875,285.996826171875,293.30908203125,-1.040593147277832
